name,category,county,country,lat,lng,Wikipedia Extract,editorial_review,why_interesting,cost,good_for,experience_collections,heritage_collections,image_url,official_website,original_name,original_county,camra_merge_status,osm_status_check,Good For,Experience Collections,Entry Cost,Notes
Hickling Broad,Nature Reserve,Norfolk,United Kingdom,52.743,1.596,"Hickling Broad is a  600-hectare (1,500-acre) nature reserve 4 km south-east of Stalham, north-east of Norwich in Norfolk. It is managed by the Norfolk Wildlife Trust.",Keep,A striking natural landscape in Norfolk with a real wow factor.,Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Hickling_Broad.jpg/1280px-Hickling_Broad.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"walkers and hikers, photographers, family",,Free,
Holkham National Nature Reserve,Nature Reserve,Norfolk,United Kingdom,52.969,0.813,"Holkham National Nature Reserve is one of England's largest national nature reserve (NNR). It is on the Norfolk coast between Burnham Overy Staithe and Blakeney, and is managed by Natural England with the cooperation of the Holkham Estate.",Keep,"One of England's largest nature reserves, with vast pine-backed dunes and beach.",Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/5/5f/Holkham_beach_from_Holkham_Meals_-_geograph.org.uk_-_97299.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"walkers and hikers, photographers, family",,Free,
Hutton Roof Crags,Woodland,Cumbria,United Kingdom,54.19133,-2.68196,"Hutton Roof Crags is a hill in southeastern Cumbria in northwest England, located near to the village of Hutton Roof. It has extensive areas of limestone pavement as well as grassland and woodland.",Keep,"A limestone pavement hill in Cumbria, rich in rare plants and dramatic karst scenery.",Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/7/77/Trig_Point_on_Hutton_Roof_Crags_%28274m%29_-_geograph.org.uk_-_1757511.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"walkers and hikers, family, solo travelling",,Free,
Ingleborough,Valley,North Yorkshire,United Kingdom,54.166389,-2.397778,"Ingleborough (723 m or 2,372 ft) is the second-highest mountain in the Yorkshire Dales, England. It is one of the Yorkshire Three Peaks (the other two being Whernside and Pen-y-ghent), and is frequently climbed as part of the Three Peaks walk.",Keep,"One of the Yorkshire Three Peaks, its flat summit ringed by an Iron Age hillfort.",Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3d/Ingleborough%2C_north_face.jpg/1280px-Ingleborough%2C_north_face.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"walkers and hikers, photographers, couples",great views,Free,
Kinder Scout,Moor,Derbyshire,United Kingdom,53.3847,-1.8739,"Kinder Scout is a moorland plateau and National Nature Reserve in the Dark Peak of the Derbyshire Peak District in England. Part of the moor, at 636 metres (2,087 ft) above sea level, is the highest point in the Peak District, in Derbyshire and the East Midlands.",Keep,"The Peak District's highest point, site of the famous 1932 mass trespass for the right to roam.",Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/KinderScoutPlateau.jpg/1280px-KinderScoutPlateau.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"walkers and hikers, photographers, solo travelling",great views,Free,
Berney Marshes & Breydon Water RSPB reserve,Wetland,Norfolk,United Kingdom,52.5851,1.636,"Berney Marshes and Breydon Water RSPB reserve is a nature reserve managed by the Royal Society for the Protection of Birds (RSPB). Berney Marshes is situated south of the River Bure while Breydon water is the combined estuary of the River Waveney and the River Yare inland from Great Yarmouth in Norfolk, England.",Keep,"A scenic river in Norfolk, shaped by some lovely countryside.",Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/0/08/Berney_Marshes_-_geograph.org.uk_-_807356.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"walkers and hikers, photographers",,Free,
Breydon Water,Nature Reserve,Norfolk,United Kingdom,52.605,1.6825,"Breydon Water is a 514.4-hectare (1,271-acre) biological Site of Special Scientific Interest at Great Yarmouth, Norfolk, England. It is a Local Nature Reserve, a Ramsar site and a Special Protection Area.",Keep,A striking natural landscape in Great Yarmouth with a real wow factor.,Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Breydon-north.jpg/1280px-Breydon-north.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"walkers and hikers, photographers, family",,Free,
Coombes Valley RSPB reserve,Woodland,Staffordshire,United Kingdom,53.06974,-1.99399,"Coombes Valley RSPB reserve (grid reference SK005525) is a nature reserve, run by the RSPB, near the town of Leek in Staffordshire, England. It is best known for its breeding woodland birds, including common redstart, wood warbler and pied flycatcher.",Keep,A gorgeous woodland escape in Staffordshire with a wonderfully wild feel.,Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/d/d5/Muddy_public_footpath_in_Coombes_Valley_reserve_-_geograph.org.uk_-_7933402.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"walkers and hikers, family, solo travelling",,Free,
Coquet Island,Island,Northumberland,United Kingdom,55.335,-1.539,"Coquet Island  is a small island of about 6 hectares (15 acres), situated 1.2 kilometres (0.75 mi) off Amble on the Northumberland coast, northeast England. It is included in the civil parish of Hauxley.",Keep,"A beautiful coastal spot in Northumberland coast, made for a memorable day out.",Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/thumb/3/31/Coquet_island_3.JPG/1280px-Coquet_island_3.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"walkers and hikers, photographers, solo travelling",great views,Free,
Spurn,Nature Reserve,East Riding of Yorkshire,United Kingdom,53.575955,0.111454,"Spurn is a narrow sand tidal island located off the tip of the coast of the East Riding of Yorkshire, England that reaches into the North Sea and forms the north bank of the mouth of the Humber Estuary. It was a spit with a semi-permanent connection to the mainland, but a storm in 2013 made the road down to the end of Spurn impassable to vehicles at high tide.",Keep,"A dramatic, ever-shifting sand spit reaching out into the Humber estuary.",Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/3/3f/The_high_light_at_Spurn_from_the_North_Sea_beach_-_geograph.org.uk_-_5299383.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"walkers and hikers, photographers, family",,Free,
Ouse Washes,Nature Reserve,Norfolk,United Kingdom,52.46,0.19,"Ouse Washes is a linear 2,513.6-hectare (6,211-acre) biological Site of Special Scientific Interest stretching from near St Ives in Cambridgeshire to Downham Market in Norfolk, England. It is also a Ramsar internationally important wetland site, a Special Protection Area for birds, a Special Area of Conservation and a Nature Conservation Review site, Grade I. An area of 186 hectares (460 acres) between March and Ely is managed by the Wildlife Trust for Bedfordshire, Cambridgeshire and Northamptonshire and another area near Chatteris is managed by the Royal Society for the Protection of Birds.",Keep,A scenic viewpoint with sweeping Cambridgeshire to Downham Market in Norfolk views.,Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/f/fd/The_Ouse_Washes_-_geograph.org.uk_-_411346.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled,,,,,,"walkers and hikers, photographers, family",,Free,
"Cooper's Hill, Bedfordshire",Hill,Bedfordshire,United Kingdom,52.027,-0.503,"Cooper's Hill is an 18.1-hectare (45-acre) biological Site of Special Scientific Interest in Ampthill in Bedfordshire. It was notified under Section 28  of the Wildlife and Countryside Act 1981 in 1984, and the planning authority is Central Bedfordshire Council.",Review,A pub with literary connections and plenty of atmosphere.,Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/9/9c/Ampthill%2C_Cooper%27s_Hill_-_geograph.org.uk_-_5615183.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"walkers and hikers, photographers",great views,Free,
Cople Pits,Nature Reserve,Bedfordshire,United Kingdom,52.1302,-0.3899,"Cople Pits is a 2-hectare (4.9-acre) nature reserve in Cople in Bedfordshire. It is managed by the Wildlife Trust for Bedfordshire, Cambridgeshire and Northamptonshire.",Review,A striking natural landscape in Cople in Bedfordshire with a real wow factor.,Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a5/Cople_Pits_8.JPG/1280px-Cople_Pits_8.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"walkers and hikers, photographers, family",,Free,
Cut-throat Meadow,Nature Reserve,Bedfordshire,United Kingdom,52.032008,-0.484685,"Cut-throat Meadow is a 1.5 hectare nature reserve in Ampthill in Bedfordshire. It is managed by the Wildlife Trust for Bedfordshire, Cambridgeshire and Northamptonshire.",Review,A striking natural landscape in Ampthill in Bedfordshire with a real wow factor.,Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Cut-Throat_Meadow_5.JPG/1280px-Cut-Throat_Meadow_5.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"walkers and hikers, photographers, family",,Free,
Dropshort Marsh,Wetland,Bedfordshire,United Kingdom,51.9378,-0.5366,"Dropshort Marsh is a 2.7-hectare (6.7-acre) biological Site of Special Scientific Interest in Toddington in Bedfordshire. It was notified under Section 28 of the Wildlife and Countryside Act 1981 in 1985, and the local planning authority is Central Bedfordshire Council.",Review,A pub with literary connections and plenty of atmosphere.,Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Dropshort_Marsh_7.JPG/1280px-Dropshort_Marsh_7.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"walkers and hikers, photographers",,Free,
Felmersham Gravel Pits,Nature Reserve,Bedfordshire,United Kingdom,52.215353,-0.550178,Felmersham Gravel Pits is a 21.6-hectare (53-acre) Site of Special Scientific Interest between the villages of Felmersham and Sharnbrook in Bedfordshire. It was notified under Section 28 of the Wildlife and Countryside Act 1981 in 1986 and the local planning authority is Bedford Borough Council.,Review,A pub with literary connections and plenty of atmosphere.,Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/thumb/f/fb/Felmersham_Gravel_Pits_2.JPG/1280px-Felmersham_Gravel_Pits_2.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,,,,,,"walkers and hikers, photographers, family",,Free,
Flitwick Moor,Moor,Bedfordshire,United Kingdom,52.007629,-0.476766,Flitwick Moor is a 59.8-hectare (148-acre) biological Site of Special Scientific Interest between Flitwick and Greenfield in Bedfordshire. It was notified under Section 28 of the Wildlife and Countryside Act 1981 in 1984 and the local planning authority is Central Bedfordshire Council.,Review,A pub with literary connections and plenty of atmosphere.,Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/b/b6/Flitwick_Moor_-_geograph.org.uk_-_2377862.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"walkers and hikers, photographers, solo travelling",great views,Free,
Castle Archdale,Valley,County Fermanagh,United Kingdom,54.477778,-7.732222,"Castle Archdale in County Fermanagh, Northern Ireland, is a former estate on the shores of Lough Erne Lower, the key feature of which today is Castle Archdale Country Park. There is also a caravan park.",Keep,"A beautiful coastal spot in shores of Lough Erne Lower, made for a memorable day out.",Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",,https://upload.wikimedia.org/wikipedia/commons/2/24/Castle_Archdale_-_geograph.org.uk_-_3445169.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=original,,,,,,"walkers and hikers, photographers, couples",great views,Free,
Crom Estate,Nature Reserve,County Fermanagh,United Kingdom,54.16595,-7.4465,"The Crom Estate (, Irish: An Chrom) is a nature reserve located in the south-east of County Fermanagh in Northern Ireland, along the shores of Upper Lough Erne. It is one of three estates owned and managed by the National Trust in County Fermanagh, the others being Florence Court and Castle Coole.",Keep,A beautiful coastal spot made for a memorable day out.,Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",National Trust,https://upload.wikimedia.org/wikipedia/commons/d/df/Ancient_Yew_trees%2C_Crom_-_geograph.org.uk_-_2857141.jpg?utm_source=commons.wikimedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled,https://www.nationaltrust.org.uk/crom/,,,,,"walkers and hikers, photographers, family",,Free,
Giant's Causeway,Rock Formation,County Antrim,United Kingdom,55.240833,-6.511667,"The Giant's Causeway (Irish: Clochán an Aifir or Clochán na bhFomhórach) is an area of approximately 40,000 interlocking basalt columns, the result of an ancient volcanic fissure eruption, part of the North Atlantic Igneous Province active in the region during the Paleogene period. It is located in County Antrim on the north coast of Northern Ireland, about three miles (4.8 km) northeast of the town of Bushmills.",Keep,"Thousands of interlocking hexagonal basalt columns, formed by an ancient volcanic eruption.",Free,"Walkers & Hikers, Photographers, Families","Great Views, Weekend Adventure",Industrial Heritage,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Causeway-code_poet-4.jpg/1280px-Causeway-code_poet-4.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail,http://www.giantscausewayofficialguide.com/Home.aspx,,,,,"photographers, walkers and hikers","bucket list, great views",Ticketed / paid,
